PLAYER_ID,DISPLAY_FIRST_LAST,COUNTRY,HEIGHT,POSITION,TEAM_ABBREVIATION,TEAM_ID,BIRTHDATE,Partidos_Lesionado,PTS,AST,REB,STL,BLK,TOV,PF,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,GP,Edad
1630173,Precious Achiuwa,Nigeria,6-8,Forward,SAC,1610612758,1999-09-19T00:00:00,0,215,34,160,25,13,15,52,596,89,183,10,31,27,55,30,27.0
203500,Steven Adams,New Zealand,6-11,Center,HOU,1610612745,1993-07-20T00:00:00,0,157,37,222,18,14,29,45,573,58,117,0,0,41,67,26,33.0
1628389,Bam Adebayo,USA,6-9,Center-Forward,MIA,1610612748,1997-07-18T00:00:00,0,490,75,278,28,24,54,49,897,179,397,38,117,94,123,29,29.0
1630534,Ochai Agbaji,USA,6-5,Guard,TOR,1610612761,2000-04-20T00:00:00,0,125,24,66,14,6,8,55,463,50,119,7,41,18,21,29,26.0
1630583,Santi Aldama,Spain,7-0,Forward-Center,MEM,1610612763,2001-01-10T00:00:00,0,509,110,246,34,26,50,56,1007,192,411,60,178,65,94,36,25.0
1641725,Trey Alexander,USA,6-5,Guard,NOP,1610612740,2003-05-02T00:00:00,0,14,5,4,1,1,1,4,40,6,9,2,3,0,0,4,23.0
1629638,Nickeil Alexander-Walker,Canada,6-5,Guard,ATL,1610612737,1998-09-02T00:00:00,0,739,117,123,35,21,78,76,1187,254,568,108,282,123,144,36,28.0
1628960,Grayson Allen,USA,6-3,Guard,PHX,1610612756,1995-10-08T00:00:00,0,294,80,52,34,4,34,44,581,100,238,58,152,36,45,19,31.0
1628386,Jarrett Allen,USA,6-9,Center,CLE,1610612739,1998-04-21T00:00:00,0,361,55,206,26,20,43,48,678,143,240,1,7,74,98,26,28.0
1630631,Jose Alvarado,USA,6-0,Guard,NOP,1610612740,1998-04-12T00:00:00,0,277,114,98,35,4,45,72,777,101,238,56,155,19,23,35,28.0
203937,Kyle Anderson,USA,6-8,Forward-Guard,UTA,1610612762,1993-09-20T00:00:00,0,82,29,31,15,5,11,26,194,32,59,1,1,17,22,10,33.0
1630828,Alex Antetokounmpo,Greece,6-8,Forward,MIL,1610612749,2001-08-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
203507,Giannis Antetokounmpo,Greece,6-11,Forward,MIL,1610612749,1994-12-06T00:00:00,0,645,121,220,19,17,72,58,636,245,381,11,28,144,216,22,32.0
203648,Thanasis Antetokounmpo,Greece,6-7,Forward,MIL,1610612749,1992-07-18T00:00:00,0,18,0,5,3,3,1,7,28,6,9,0,0,6,9,11,34.0
1630175,Cole Anthony,USA,6-2,Guard,MIL,1610612749,2000-05-15T00:00:00,0,176,99,69,17,8,51,57,405,74,173,15,52,13,22,27,26.0
1628384,OG Anunoby,United Kingdom,6-7,Forward-Guard,NYK,1610612752,1997-07-17T00:00:00,0,393,55,143,48,20,55,68,845,135,304,52,150,71,87,26,29.0
1630166,Deni Avdija,Israel,6-8,Forward,POR,1610612757,2001-01-03T00:00:00,0,957,264,269,29,23,141,107,1302,291,622,87,239,288,363,37,25.0
1629028,Deandre Ayton,Bahamas,7-0,Center,LAL,1610612747,1998-07-23T00:00:00,0,432,27,256,25,31,52,77,887,202,290,0,0,28,47,30,28.0
1628963,Marvin Bagley III,USA,6-10,Forward,WAS,1610612764,1999-03-14T00:00:00,0,301,47,163,16,21,32,67,583,121,191,6,14,53,72,30,27.0
1642846,Ace Bailey,USA,6-9,Forward,UTA,1610612762,2006-08-13T00:00:00,0,311,46,98,22,11,37,74,712,123,281,45,126,20,30,30,20.0
1630163,LaMelo Ball,USA,6-7,Guard,CHA,1610612766,2001-08-22T00:00:00,0,512,206,131,31,6,90,74,729,176,428,85,229,75,86,26,25.0
1628366,Lonzo Ball,USA,6-5,Guard,CLE,1610612739,1997-10-27T00:00:00,0,136,118,110,36,8,43,37,604,45,148,32,121,14,20,27,29.0
1631094,Paolo Banchero,USA,6-10,Forward,ORL,1610612753,2002-11-12T00:00:00,0,560,126,227,17,20,69,61,892,188,415,26,98,158,213,27,24.0
1630217,Desmond Bane,USA,6-6,Guard,ORL,1610612753,1998-06-25T00:00:00,0,709,169,169,28,20,80,113,1245,257,566,65,185,130,141,37,28.0
1631230,Dominick Barlow,USA,6-9,Forward,PHI,1610612755,2003-05-26T00:00:00,0,200,37,121,21,19,24,57,597,78,147,10,40,34,43,24,23.0
203084,Harrison Barnes,USA,6-7,Forward,SAS,1610612759,1992-05-30T00:00:00,0,422,73,120,30,4,38,49,1046,144,323,72,192,62,70,36,34.0
1630567,Scottie Barnes,USA,6-8,Forward-Guard,TOR,1610612761,2001-08-01T00:00:00,0,707,199,317,50,55,95,106,1264,278,549,43,122,108,129,37,25.0
1642964,Brooks Barnhizer,USA,6-5,Guard,OKC,1610612760,2002-03-02T00:00:00,0,29,9,36,3,2,3,11,154,12,26,1,5,4,6,20,24.0
1629628,RJ Barrett,Canada,6-6,Forward-Guard,TOR,1610612761,2000-06-14T00:00:00,0,404,76,105,18,4,35,53,635,150,299,40,112,64,94,21,26.0
1629646,Charles Bassey,Nigeria,6-10,Center-Forward,,0,2000-10-28T00:00:00,0,7,2,15,1,1,1,5,30,3,8,0,0,1,3,2,26.0
1642926,Tamar Bates,USA,6-4,Guard,DEN,1610612743,2003-02-21T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
1642419,Jamison Battle,USA,6-7,Forward,TOR,1610612761,2001-05-10T00:00:00,0,86,9,34,4,1,8,18,197,33,55,16,32,4,5,25,25.0
201587,Nicolas Batum,France,6-7,Guard-Forward,LAC,1610612746,1988-12-14T00:00:00,0,171,27,89,28,14,21,64,705,55,135,53,129,8,9,34,38.0
203078,Bradley Beal,USA,6-4,Guard,LAC,1610612746,1993-06-28T00:00:00,0,49,10,5,3,0,9,14,121,18,48,7,19,6,8,6,33.0
1642866,Joan Beringer,France,6-11,Forward,MIN,1610612750,2006-11-11T00:00:00,0,24,0,19,1,5,3,9,59,11,17,0,0,2,3,13,20.0
1630180,Saddiq Bey,USA,6-8,Guard-Forward,NOP,1610612740,1999-04-09T00:00:00,0,513,78,199,32,2,21,35,1017,185,419,56,176,87,108,34,27.0
1629048,Goga Bitadze,Georgia,6-11,Center-Forward,ORL,1610612753,1999-07-20T00:00:00,0,198,44,166,23,41,20,76,554,80,114,2,8,36,47,33,27.0
202687,Bismack Biyombo,DRC,6-8,Center,SAS,1610612759,1992-08-28T00:00:00,0,9,3,7,3,1,3,10,64,4,6,0,0,1,2,10,34.0
1641710,Anthony Black,USA,6-7,Guard,ORL,1610612753,2004-01-20T00:00:00,0,576,140,152,48,27,85,105,1105,209,455,55,162,103,144,37,22.0
203992,Bogdan Bogdanović,Serbia,6-5,Guard,LAC,1610612746,1992-08-18T00:00:00,0,128,43,46,8,1,19,40,359,44,117,24,72,16,19,16,34.0
1641737,Adem Bona,Nigeria,6-10,Forward,PHI,1610612755,2003-03-28T00:00:00,0,104,8,105,9,37,17,57,443,36,64,2,5,30,47,26,23.0
1626164,Devin Booker,USA,6-5,Guard,PHX,1610612756,1996-10-30T00:00:00,0,849,207,134,30,12,112,91,1126,279,603,54,181,237,277,33,30.0
1628449,Chris Boucher,Saint Lucia,6-8,Forward,BOS,1610612738,1993-01-11T00:00:00,0,18,3,18,5,7,1,16,90,7,22,1,12,3,4,8,33.0
1628396,Tony Bradley,USA,6-10,Center-Forward,,0,1998-01-08T00:00:00,0,114,15,76,3,5,12,54,312,45,80,0,1,24,33,29,28.0
1631103,Malaki Branham,USA,6-4,Forward,WAS,1610612764,2003-05-12T00:00:00,0,68,12,30,2,1,9,14,153,22,49,5,20,19,24,19,23.0
1631128,Christian Braun,USA,6-6,Guard,DEN,1610612743,2001-04-17T00:00:00,0,128,33,50,9,4,14,27,348,49,101,6,29,24,31,12,25.0
1642886,Koby Brea,USA,6-5,Guard,PHX,1610612756,2002-11-06T00:00:00,0,4,2,1,0,0,0,0,8,1,3,0,2,2,2,2,24.0
1628969,Mikal Bridges,USA,6-6,Guard-Forward,NYK,1610612752,1996-08-30T00:00:00,0,577,156,160,59,32,38,71,1262,231,453,83,204,32,42,36,30.0
1628970,Miles Bridges,USA,6-7,Forward,CHA,1610612766,1998-03-21T00:00:00,0,704,128,229,20,20,52,63,1179,248,565,81,251,127,150,35,28.0
1628415,Dillon Brooks,Canada,6-7,Guard-Forward,PHX,1610612756,1996-01-22T00:00:00,0,635,50,94,37,2,61,104,932,236,512,70,207,93,111,30,30.0
1641780,Johni Broome,USA,6-10,Forward,PHI,1610612755,2002-07-19T00:00:00,0,10,4,13,2,0,2,5,40,4,20,0,3,2,4,7,24.0
1628971,Bruce Brown,USA,6-4,Guard-Forward,DEN,1610612743,1996-08-15T00:00:00,0,266,79,154,37,8,40,87,895,105,224,19,58,37,48,36,30.0
1627759,Jaylen Brown,USA,6-6,Guard-Forward,BOS,1610612738,1996-10-24T00:00:00,0,977,163,209,35,14,119,102,1119,360,718,69,190,188,242,33,30.0
1641738,Kobe Brown,USA,6-7,Forward,LAC,1610612746,2000-01-01T00:00:00,0,77,22,42,7,2,11,13,241,25,66,10,42,17,20,23,26.0
1628973,Jalen Brunson,USA,6-2,Guard,NYK,1610612752,1996-08-31T00:00:00,0,962,207,108,25,2,76,82,1166,342,720,99,261,179,212,33,30.0
1642868,Carter Bryant,USA,6-6,Forward,SAS,1610612759,2005-11-26T00:00:00,0,60,5,43,4,2,9,22,216,22,71,10,39,6,8,28,21.0
1628418,Thomas Bryant,USA,6-9,Center-Forward,CLE,1610612739,1997-07-31T00:00:00,0,135,12,77,7,11,10,32,273,48,94,15,45,24,29,28,29.0
202710,Jimmy Butler III,USA,6-6,Forward,GSW,1610612744,1989-09-14T00:00:00,0,629,157,176,48,8,52,39,1017,193,378,27,67,216,252,32,37.0
1641824,Matas Buzelis,USA,6-8,Forward,CHI,1610612741,2004-10-13T00:00:00,0,530,61,191,28,48,64,95,996,191,392,62,178,86,111,36,22.0
1631288,Jamal Cain,USA,6-7,Forward,ORL,1610612753,1999-03-20T00:00:00,0,46,4,12,4,1,4,19,108,13,33,5,16,15,18,14,27.0
203484,Kentavious Caldwell-Pope,USA,6-5,Guard,MEM,1610612763,1993-02-18T00:00:00,0,294,109,84,30,7,45,38,760,100,245,44,124,50,54,35,33.0
1641739,Toumani Camara,Belgium,6-7,Forward,POR,1610612757,2000-05-08T00:00:00,0,474,102,193,38,15,79,124,1238,167,402,95,271,45,67,37,26.0
203991,Clint Capela,Switzerland,6-10,Center,HOU,1610612745,1994-05-18T00:00:00,0,114,14,139,16,20,14,26,346,51,94,0,0,12,24,30,32.0
1642928,Dylan Cardwell,USA,6-10,Center,SAC,1610612758,2001-12-16T00:00:00,0,39,9,54,9,17,8,35,174,14,26,0,1,11,20,10,25.0
1642382,Branden Carlson,USA,7-0,Center,OKC,1610612760,1999-06-14T00:00:00,0,142,17,69,5,12,10,25,302,58,105,18,49,8,15,27,27.0
1642267,Bub Carrington,USA,6-4,Guard,WAS,1610612764,2005-07-21T00:00:00,0,324,151,134,17,8,74,82,941,113,283,66,157,32,46,35,21.0
1642269,Devin Carter,USA,6-2,Guard,SAC,1610612758,2002-03-18T00:00:00,0,36,13,14,6,2,8,10,98,12,37,5,20,7,7,11,24.0
1628975,Jevon Carter,USA,6-0,Guard,CHI,1610612741,1995-09-14T00:00:00,0,105,18,21,11,0,9,15,222,34,87,27,65,10,10,17,31.0
1628976,Wendell Carter Jr.,USA,6-10,Center-Forward,ORL,1610612753,1999-04-16T00:00:00,0,439,74,279,25,23,45,133,1085,153,299,43,115,90,119,36,27.0
1627936,Alex Caruso,USA,6-5,Guard,OKC,1610612760,1994-02-28T00:00:00,0,156,54,76,38,9,22,32,478,57,136,26,85,16,18,26,32.0
1642264,Stephon Castle,USA,6-6,Guard,SAS,1610612759,2004-11-01T00:00:00,0,480,189,139,35,7,101,97,832,164,343,29,106,123,168,27,22.0
1630658,Colin Castleton,USA,6-10,Center,ORL,1610612753,2000-05-25T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
