SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,2544,0022401185,"Apr 11, 2025",LAL vs. HOU,W,22,6,11,0.545,1,4,0.25,1,1,1.0,0,4,4,8,1,0,1,1,14,5,1
22024,2544,0022401159,"Apr 09, 2025",LAL @ DAL,W,36,11,20,0.55,0,4,0.0,5,6,0.833,2,5,7,3,1,0,2,2,27,18,1
22024,2544,0022401153,"Apr 08, 2025",LAL @ OKC,L,35,8,19,0.421,3,6,0.5,9,10,0.9,0,7,7,3,1,0,6,1,28,-23,1
22024,2544,0022401135,"Apr 06, 2025",LAL @ OKC,W,34,9,16,0.563,1,1,1.0,0,0,0.0,2,1,3,7,1,0,2,0,19,7,1
22024,2544,0022401126,"Apr 04, 2025",LAL vs. NOP,W,33,9,17,0.529,2,7,0.286,7,8,0.875,0,0,0,8,2,0,1,1,27,7,1
22024,2544,0022401117,"Apr 03, 2025",LAL vs. GSW,L,40,10,15,0.667,5,8,0.625,8,9,0.889,1,4,5,9,1,1,4,2,33,-1,1
22024,2544,0022401096,"Mar 31, 2025",LAL vs. HOU,W,38,5,12,0.417,2,4,0.5,4,4,1.0,0,8,8,4,2,2,3,1,16,9,1
22024,2544,0022401078,"Mar 29, 2025",LAL @ MEM,W,37,10,21,0.476,2,5,0.4,3,4,0.75,1,5,6,8,3,1,3,3,25,-1,1
22024,2544,0022401063,"Mar 27, 2025",LAL @ CHI,L,39,8,20,0.4,0,5,0.0,1,2,0.5,1,4,5,12,2,0,4,1,17,-10,1
22024,2544,0022401055,"Mar 26, 2025",LAL @ IND,W,38,4,12,0.333,0,3,0.0,5,5,1.0,3,10,13,7,1,0,1,1,13,5,1
22024,2544,0022401038,"Mar 24, 2025",LAL @ ORL,L,38,9,18,0.5,0,3,0.0,6,7,0.857,3,3,6,7,0,0,2,0,24,-17,1
22024,2544,0022401028,"Mar 22, 2025",LAL vs. CHI,L,31,7,16,0.438,1,2,0.5,2,5,0.4,0,6,6,4,3,0,5,1,17,-27,1
22024,2544,0022400918,"Mar 08, 2025",LAL @ BOS,L,35,11,23,0.478,0,6,0.0,0,3,0.0,2,12,14,9,0,0,1,3,22,-11,1
22024,2544,0022400903,"Mar 06, 2025",LAL vs. NYK,W,44,11,23,0.478,2,8,0.25,7,8,0.875,1,11,12,8,0,1,1,3,31,4,1
22024,2544,0022400890,"Mar 04, 2025",LAL vs. NOP,W,33,10,18,0.556,5,10,0.5,9,9,1.0,1,7,8,6,1,2,4,1,34,7,1
22024,2544,0022400874,"Mar 02, 2025",LAL vs. LAC,W,36,6,17,0.353,1,6,0.167,4,4,1.0,1,4,5,9,2,1,8,2,17,-5,1
22024,2544,0022400859,"Feb 28, 2025",LAL vs. LAC,W,37,12,21,0.571,2,7,0.286,2,3,0.667,1,12,13,3,1,0,4,0,28,-1,1
22024,2544,0022400849,"Feb 27, 2025",LAL vs. MIN,W,37,11,21,0.524,4,9,0.444,7,10,0.7,5,12,17,6,1,1,4,1,33,12,1
22024,2544,0022400835,"Feb 25, 2025",LAL vs. DAL,W,37,11,17,0.647,2,4,0.5,3,4,0.75,3,9,12,3,1,0,6,2,27,-5,1
22024,2544,0022400808,"Feb 22, 2025",LAL @ DEN,W,33,11,19,0.579,1,4,0.25,2,3,0.667,2,7,9,5,1,3,1,2,25,9,1
22024,2544,0022400796,"Feb 20, 2025",LAL @ POR,W,36,14,24,0.583,4,8,0.5,8,8,1.0,0,8,8,4,2,1,11,2,40,8,1
22024,2544,0022400524,"Feb 19, 2025",LAL vs. CHA,L,38,10,22,0.455,4,11,0.364,2,2,1.0,1,6,7,11,1,2,2,0,26,-4,1
22024,2544,0022400781,"Feb 12, 2025",LAL @ UTA,L,34,6,13,0.462,4,8,0.5,2,4,0.5,1,5,6,7,1,0,3,3,18,-10,1
22024,2544,0022400768,"Feb 10, 2025",LAL vs. UTA,W,29,10,17,0.588,3,7,0.429,1,2,0.5,1,6,7,8,1,0,7,2,24,24,1
22024,2544,0022400731,"Feb 06, 2025",LAL vs. GSW,W,38,14,25,0.56,6,9,0.667,8,10,0.8,1,16,17,8,1,1,3,1,42,7,1
22024,2544,0022400715,"Feb 04, 2025",LAL @ LAC,W,31,8,13,0.615,2,4,0.5,8,11,0.727,0,8,8,9,3,0,3,4,26,19,1
22024,2544,0022400692,"Feb 01, 2025",LAL @ NYK,W,37,14,26,0.538,3,8,0.375,2,4,0.5,0,11,11,12,0,0,5,3,33,12,1
22024,2544,0022400674,"Jan 30, 2025",LAL @ WAS,W,27,9,19,0.474,1,4,0.25,5,5,1.0,0,3,3,11,0,0,0,1,24,29,1
22024,2544,0022400660,"Jan 28, 2025",LAL @ PHI,L,33,10,16,0.625,1,4,0.25,10,11,0.909,1,7,8,9,1,0,8,1,31,-11,1
22024,2544,0022400648,"Jan 27, 2025",LAL @ CHA,W,36,9,17,0.529,1,8,0.125,3,5,0.6,0,7,7,8,0,0,5,0,22,-1,1
22024,2544,0022400644,"Jan 25, 2025",LAL @ GSW,W,35,12,25,0.48,0,1,0.0,1,2,0.5,1,4,5,12,1,0,3,0,25,11,1
22024,2544,0022400629,"Jan 23, 2025",LAL vs. BOS,W,31,9,20,0.45,0,2,0.0,2,2,1.0,3,11,14,6,0,0,2,0,20,7,1
22024,2544,0022400610,"Jan 21, 2025",LAL vs. WAS,W,36,8,18,0.444,2,6,0.333,3,3,1.0,0,10,10,13,2,1,5,0,21,19,1
22024,2544,0022400596,"Jan 19, 2025",LAL @ LAC,L,35,9,20,0.45,2,6,0.333,5,6,0.833,2,3,5,11,3,1,5,3,25,-3,1
22024,2544,0022400585,"Jan 17, 2025",LAL vs. BKN,W,35,12,17,0.706,4,6,0.667,1,2,0.5,1,6,7,8,1,2,5,2,29,-11,1
22024,2544,0022400570,"Jan 15, 2025",LAL vs. MIA,W,38,9,15,0.6,3,6,0.5,1,2,0.5,1,4,5,9,2,0,2,0,22,14,1
22024,2544,0022400552,"Jan 13, 2025",LAL vs. SAS,L,32,7,11,0.636,2,3,0.667,2,4,0.5,1,4,5,8,1,1,7,3,18,-15,1
22024,2544,0022400504,"Jan 07, 2025",LAL @ DAL,L,35,6,12,0.5,1,4,0.25,5,6,0.833,0,10,10,8,1,0,2,0,18,-12,1
22024,2544,0022400491,"Jan 05, 2025",LAL @ HOU,L,36,8,16,0.5,4,7,0.571,1,2,0.5,1,12,13,9,1,0,2,4,21,-13,1
22024,2544,0022400477,"Jan 03, 2025",LAL vs. ATL,W,30,13,20,0.65,2,5,0.4,2,2,1.0,0,3,3,8,0,0,3,3,30,4,1
22024,2544,0022400468,"Jan 02, 2025",LAL vs. POR,W,36,15,25,0.6,7,10,0.7,1,2,0.5,1,2,3,8,0,0,4,1,38,4,1
22024,2544,0022400454,"Dec 31, 2024",LAL vs. CLE,L,34,9,17,0.529,3,6,0.5,2,2,1.0,0,4,4,7,0,1,2,1,23,-11,1
22024,2544,0022400408,"Dec 25, 2024",LAL @ GSW,W,37,12,22,0.545,2,4,0.5,5,5,1.0,0,4,4,10,2,1,1,3,31,4,1
22024,2544,0022400404,"Dec 23, 2024",LAL vs. DET,L,35,10,16,0.625,2,4,0.5,6,7,0.857,2,9,11,11,0,0,2,1,28,-1,1
22024,2544,0022400376,"Dec 21, 2024",LAL @ SAC,W,34,13,24,0.542,1,8,0.125,5,6,0.833,0,7,7,6,4,0,4,2,32,10,1
22024,2544,0022400372,"Dec 19, 2024",LAL @ SAC,W,34,8,21,0.381,1,4,0.25,2,2,1.0,0,6,6,7,0,1,2,1,19,13,1
22024,2544,0022401220,"Dec 15, 2024",LAL vs. MEM,W,34,7,17,0.412,3,6,0.5,1,4,0.25,4,4,8,8,1,2,5,2,18,0,1
22024,2544,0022400334,"Dec 06, 2024",LAL @ ATL,L,43,14,25,0.56,6,11,0.545,5,6,0.833,0,10,10,11,2,3,4,3,39,3,1
22024,2544,0022400321,"Dec 04, 2024",LAL @ MIA,L,29,12,18,0.667,1,4,0.25,4,4,1.0,1,4,5,8,1,0,5,2,29,-21,1
22024,2544,0022400318,"Dec 02, 2024",LAL @ MIN,L,31,4,16,0.25,0,4,0.0,2,4,0.5,3,5,8,4,0,0,6,1,10,-28,1
22024,2544,0022400311,"Dec 01, 2024",LAL @ UTA,W,36,12,28,0.429,0,9,0.0,3,3,1.0,1,4,5,14,0,2,3,1,27,0,1
22024,2544,0022400048,"Nov 29, 2024",LAL vs. OKC,L,34,5,13,0.385,0,4,0.0,2,2,1.0,0,8,8,6,0,0,5,0,12,-12,1
22024,2544,0022400296,"Nov 27, 2024",LAL @ SAS,W,33,8,18,0.444,0,2,0.0,0,0,0.0,3,7,10,11,1,1,5,0,16,4,1
22024,2544,0022400039,"Nov 26, 2024",LAL @ PHX,L,35,7,16,0.438,2,7,0.286,2,2,1.0,1,7,8,10,0,0,5,0,18,-30,1
22024,2544,0022400270,"Nov 23, 2024",LAL vs. DEN,L,35,7,17,0.412,1,4,0.25,3,3,1.0,0,6,6,7,3,0,6,3,18,-25,1
22024,2544,0022400263,"Nov 21, 2024",LAL vs. ORL,L,37,12,22,0.545,5,9,0.556,2,4,0.5,2,8,10,7,0,1,4,0,31,-8,1
22024,2544,0022400026,"Nov 19, 2024",LAL vs. UTA,W,34,9,17,0.529,1,5,0.2,7,11,0.636,0,2,2,12,0,0,4,1,26,-5,1
22024,2544,0022400231,"Nov 16, 2024",LAL @ NOP,W,37,8,19,0.421,2,7,0.286,3,5,0.6,4,3,7,5,1,0,6,1,21,1,1
22024,2544,0022400015,"Nov 15, 2024",LAL @ SAS,W,38,6,12,0.5,1,4,0.25,2,4,0.5,1,15,16,12,1,0,7,0,15,3,1
22024,2544,0022400225,"Nov 13, 2024",LAL vs. MEM,W,37,13,22,0.591,4,7,0.571,5,8,0.625,1,11,12,14,1,0,6,2,35,3,1
22024,2544,0022400211,"Nov 10, 2024",LAL vs. TOR,W,35,6,14,0.429,0,3,0.0,7,7,1.0,2,8,10,16,1,0,3,0,19,13,1
22024,2544,0022400195,"Nov 08, 2024",LAL vs. PHI,W,34,9,14,0.643,2,4,0.5,1,1,1.0,0,12,12,13,0,3,2,0,21,12,1
22024,2544,0022400174,"Nov 06, 2024",LAL @ MEM,L,35,15,24,0.625,6,11,0.545,3,4,0.75,0,7,7,6,1,0,5,2,39,-21,1
22024,2544,0022400156,"Nov 04, 2024",LAL @ DET,L,40,7,16,0.438,1,2,0.5,5,5,1.0,1,7,8,11,2,0,1,1,20,-16,1
22024,2544,0022400137,"Nov 01, 2024",LAL @ TOR,W,36,9,17,0.529,5,8,0.625,4,6,0.667,0,6,6,10,1,0,0,1,27,11,1
22024,2544,0022400118,"Oct 30, 2024",LAL @ CLE,L,29,9,13,0.692,1,3,0.333,7,7,1.0,1,5,6,3,0,0,6,2,26,-17,1
22024,2544,0022400111,"Oct 28, 2024",LAL @ PHX,L,36,3,14,0.214,2,5,0.4,3,6,0.5,0,5,5,8,1,0,2,1,11,-17,1
22024,2544,0022400096,"Oct 26, 2024",LAL vs. SAC,W,34,12,22,0.545,4,9,0.444,4,4,1.0,0,14,14,10,0,1,5,3,32,13,1
22024,2544,0022400085,"Oct 25, 2024",LAL vs. PHX,W,35,7,13,0.538,2,5,0.4,5,8,0.625,0,4,4,8,0,0,2,1,21,14,1
22024,2544,0022400062,"Oct 22, 2024",LAL vs. MIN,W,35,7,16,0.438,1,4,0.25,1,1,1.0,0,5,5,4,0,2,2,3,16,-6,1
22024,201939,0022401198,"Apr 13, 2025",GSW vs. LAC,L,38,10,20,0.5,7,12,0.583,9,9,1.0,1,2,3,6,2,0,8,2,36,-16,1
22024,201939,0022401183,"Apr 11, 2025",GSW @ POR,W,27,6,14,0.429,2,8,0.25,0,0,0.0,1,4,5,5,0,1,1,2,14,8,1
22024,201939,0022401163,"Apr 09, 2025",GSW vs. SAS,L,37,12,24,0.5,5,14,0.357,1,1,1.0,2,6,8,3,2,0,1,0,30,13,1
22024,201939,0022401154,"Apr 08, 2025",GSW @ PHX,W,26,9,17,0.529,3,9,0.333,4,4,1.0,1,8,9,6,1,1,2,0,25,31,1
22024,201939,0022401143,"Apr 06, 2025",GSW vs. HOU,L,33,1,10,0.1,1,8,0.125,0,0,0.0,0,2,2,8,0,0,4,0,3,-4,1
22024,201939,0022401125,"Apr 04, 2025",GSW vs. DEN,W,32,13,24,0.542,7,15,0.467,3,3,1.0,1,1,2,5,2,0,2,2,36,6,1
22024,201939,0022401117,"Apr 03, 2025",GSW @ LAL,W,34,10,21,0.476,4,11,0.364,13,14,0.929,1,2,3,6,0,0,2,1,37,-1,1
22024,201939,0022401100,"Apr 01, 2025",GSW @ MEM,W,37,16,31,0.516,12,20,0.6,8,8,1.0,1,9,10,8,5,1,2,2,52,17,1
22024,201939,0022401086,"Mar 30, 2025",GSW @ SAS,W,26,4,10,0.4,2,4,0.5,3,3,1.0,0,3,3,6,1,1,0,2,13,24,1
22024,201939,0022401072,"Mar 28, 2025",GSW @ NOP,W,34,7,21,0.333,5,16,0.313,4,5,0.8,0,4,4,6,3,0,1,2,23,10,1
22024,201939,0022401005,"Mar 20, 2025",GSW vs. TOR,W,25,6,8,0.75,2,4,0.5,3,5,0.6,0,2,2,1,0,1,3,0,17,-7,1
22024,201939,0022400990,"Mar 17, 2025",GSW vs. DEN,L,36,6,21,0.286,4,14,0.286,4,4,1.0,0,4,4,7,3,0,7,2,20,-7,1
22024,201939,0022400974,"Mar 15, 2025",GSW vs. NYK,W,35,8,20,0.4,4,13,0.308,8,9,0.889,0,7,7,5,0,1,3,2,28,-5,1
22024,201939,0022400957,"Mar 13, 2025",GSW vs. SAC,W,30,4,9,0.444,2,6,0.333,1,1,1.0,0,2,2,5,1,1,2,4,11,15,1
22024,201939,0022400938,"Mar 10, 2025",GSW vs. POR,W,34,6,14,0.429,5,11,0.455,7,7,1.0,1,1,2,3,2,0,4,0,24,6,1
22024,201939,0022400919,"Mar 08, 2025",GSW vs. DET,W,33,8,22,0.364,4,15,0.267,12,12,1.0,1,2,3,4,1,0,4,1,32,11,1
22024,201939,0022400901,"Mar 06, 2025",GSW @ BKN,W,36,12,20,0.6,7,13,0.538,9,9,1.0,2,2,4,4,0,0,5,3,40,-16,1
22024,201939,0022400885,"Mar 04, 2025",GSW @ NYK,W,33,10,21,0.476,5,9,0.556,3,3,1.0,0,7,7,9,2,0,2,0,28,23,1
22024,201939,0022400875,"Mar 03, 2025",GSW @ CHA,W,30,6,14,0.429,3,9,0.333,6,8,0.75,1,2,3,10,1,1,1,3,21,13,1
22024,201939,0022400864,"Mar 01, 2025",GSW @ PHI,L,36,10,18,0.556,5,12,0.417,4,4,1.0,1,4,5,13,1,0,3,2,29,12,1
22024,201939,0022400845,"Feb 27, 2025",GSW @ ORL,W,34,16,25,0.64,12,19,0.632,12,12,1.0,0,4,4,3,2,0,4,0,56,15,1
22024,201939,0022400834,"Feb 25, 2025",GSW vs. CHA,W,24,6,14,0.429,2,9,0.222,1,1,1.0,0,4,4,6,1,0,2,2,15,26,1
22024,201939,0022400812,"Feb 23, 2025",GSW vs. DAL,W,29,12,20,0.6,3,8,0.375,3,3,1.0,0,4,4,7,1,0,2,3,30,14,1
22024,201939,0022400805,"Feb 21, 2025",GSW @ SAC,W,31,7,13,0.538,4,9,0.444,2,2,1.0,0,1,1,6,2,0,1,0,20,0,1
22024,201939,0022400784,"Feb 13, 2025",GSW @ HOU,W,35,7,17,0.412,5,13,0.385,8,9,0.889,1,4,5,3,0,0,1,2,27,7,1
22024,201939,0022400782,"Feb 12, 2025",GSW @ DAL,L,37,9,23,0.391,4,13,0.308,3,4,0.75,1,4,5,8,2,0,4,3,25,4,1
22024,201939,0022400760,"Feb 10, 2025",GSW @ MIL,W,34,12,24,0.5,6,16,0.375,8,9,0.889,0,6,6,4,0,0,2,0,38,8,1
22024,201939,0022400745,"Feb 08, 2025",GSW @ CHI,W,34,10,19,0.526,8,16,0.5,6,8,0.75,2,2,4,6,0,1,4,1,34,23,1
22024,201939,0022400731,"Feb 06, 2025",GSW @ LAL,L,37,13,35,0.371,6,20,0.3,5,5,1.0,2,5,7,4,1,1,4,3,37,-3,1
22024,201939,0022400725,"Feb 05, 2025",GSW @ UTA,L,35,12,31,0.387,6,18,0.333,2,2,1.0,0,1,1,7,0,1,3,2,32,-21,1
22024,201939,0022400708,"Feb 03, 2025",GSW vs. ORL,W,34,7,21,0.333,2,12,0.167,8,8,1.0,0,1,1,5,1,0,3,1,24,8,1
22024,201939,0022400685,"Jan 31, 2025",GSW vs. PHX,L,31,5,14,0.357,1,6,0.167,3,3,1.0,1,2,3,3,0,2,2,1,14,-18,1
22024,201939,0022400673,"Jan 29, 2025",GSW vs. OKC,W,33,6,15,0.4,5,10,0.5,4,4,1.0,0,1,1,4,1,0,0,2,21,-2,1
22024,201939,0022400644,"Jan 25, 2025",GSW vs. LAL,L,32,4,17,0.235,2,9,0.222,3,4,0.75,0,1,1,9,2,0,3,2,13,-17,1
22024,201939,0022400628,"Jan 23, 2025",GSW vs. CHI,W,31,8,19,0.421,5,12,0.417,0,0,0.0,1,3,4,7,0,0,3,0,21,4,1
22024,201939,0022400619,"Jan 22, 2025",GSW @ SAC,L,34,6,11,0.545,1,4,0.25,1,1,1.0,1,2,3,12,0,0,3,1,14,2,1
22024,201939,0022400604,"Jan 20, 2025",GSW vs. BOS,L,27,6,16,0.375,4,12,0.333,2,2,1.0,0,3,3,4,2,0,3,3,18,-15,1
22024,201939,0022400589,"Jan 18, 2025",GSW vs. WAS,W,34,10,22,0.455,4,14,0.286,2,2,1.0,1,4,5,6,1,1,1,1,26,7,1
22024,201939,0022400565,"Jan 15, 2025",GSW @ MIN,W,37,10,21,0.476,7,12,0.583,4,4,1.0,1,0,1,8,1,0,1,1,31,-1,1
22024,201939,0022400550,"Jan 13, 2025",GSW @ TOR,L,35,9,17,0.529,4,10,0.4,4,4,1.0,1,6,7,7,1,0,4,2,26,0,1
22024,201939,0022400518,"Jan 09, 2025",GSW @ DET,W,36,5,21,0.238,2,14,0.143,5,5,1.0,1,8,9,6,2,0,3,0,17,-14,1
22024,201939,0022400508,"Jan 07, 2025",GSW vs. MIA,L,33,11,22,0.5,8,17,0.471,1,1,1.0,0,7,7,0,1,2,4,2,31,-10,1
22024,201939,0022400492,"Jan 05, 2025",GSW vs. SAC,L,30,8,12,0.667,4,8,0.5,6,6,1.0,0,7,7,0,1,0,4,3,26,-17,1
22024,201939,0022400467,"Jan 02, 2025",GSW vs. PHI,W,30,11,15,0.733,8,8,1.0,0,0,0.0,1,5,6,10,1,0,2,1,30,32,1
22024,201939,0022400446,"Dec 30, 2024",GSW vs. CLE,L,29,4,14,0.286,3,11,0.273,0,0,0.0,0,2,2,3,1,1,1,1,11,-2,1
22024,201939,0022400431,"Dec 28, 2024",GSW vs. PHX,W,35,9,22,0.409,4,13,0.308,0,0,0.0,2,4,6,6,1,0,5,3,22,20,1
22024,201939,0022400408,"Dec 25, 2024",GSW vs. LAL,L,36,14,24,0.583,8,15,0.533,2,2,1.0,0,1,1,6,0,0,4,3,38,-1,1
22024,201939,0022400403,"Dec 23, 2024",GSW vs. IND,L,35,2,13,0.154,2,9,0.222,4,4,1.0,0,5,5,7,0,3,3,1,10,6,1
22024,201939,0022400383,"Dec 21, 2024",GSW @ MIN,W,34,10,21,0.476,7,16,0.438,4,5,0.8,0,3,3,10,1,0,1,1,31,20,1
22024,201939,0022400366,"Dec 19, 2024",GSW @ MEM,L,24,0,7,0.0,0,6,0.0,2,2,1.0,0,3,3,1,1,1,2,0,2,-41,1
22024,201939,0022401228,"Dec 15, 2024",GSW vs. DAL,L,35,9,19,0.474,7,13,0.538,1,1,1.0,0,5,5,10,1,0,2,1,26,-10,1
22024,201939,0022401204,"Dec 11, 2024",GSW @ HOU,L,34,8,17,0.471,3,9,0.333,0,1,0.0,1,2,3,5,2,1,1,0,19,4,1
22024,201939,0022400355,"Dec 08, 2024",GSW vs. MIN,W,35,8,18,0.444,5,11,0.455,9,11,0.818,0,4,4,8,1,0,3,0,30,14,1
22024,201939,0022400338,"Dec 06, 2024",GSW vs. MIN,L,32,6,17,0.353,3,9,0.333,8,8,1.0,1,1,2,4,0,0,3,0,23,-3,1
22024,201939,0022400058,"Dec 03, 2024",GSW @ DEN,L,34,8,23,0.348,4,15,0.267,4,4,1.0,1,6,7,11,0,0,5,0,24,5,1
22024,201939,0022400303,"Nov 30, 2024",GSW @ PHX,L,32,8,21,0.381,3,10,0.3,4,5,0.8,1,6,7,4,0,0,0,1,23,4,1
22024,201939,0022400284,"Nov 25, 2024",GSW vs. BKN,L,29,8,17,0.471,8,16,0.5,4,4,1.0,0,4,4,7,1,0,3,0,28,-4,1
22024,201939,0022400269,"Nov 23, 2024",GSW @ SAS,L,32,5,16,0.313,3,10,0.3,1,1,1.0,2,5,7,5,0,0,3,1,14,4,1
22024,201939,0022400032,"Nov 22, 2024",GSW @ NOP,W,33,6,13,0.462,4,7,0.571,3,3,1.0,0,7,7,7,1,1,4,3,19,4,1
22024,201939,0022400258,"Nov 20, 2024",GSW vs. ATL,W,30,7,10,0.7,4,6,0.667,5,5,1.0,0,4,4,8,2,1,5,0,23,27,1
22024,201939,0022400251,"Nov 18, 2024",GSW @ LAC,L,32,10,21,0.476,6,15,0.4,0,0,0.0,1,6,7,6,0,1,3,1,26,-5,1
22024,201939,0022400019,"Nov 15, 2024",GSW vs. MEM,W,26,4,9,0.444,3,7,0.429,2,2,1.0,1,7,8,5,4,0,3,2,13,9,1
22024,201939,0022400007,"Nov 12, 2024",GSW vs. DAL,W,35,14,27,0.519,5,12,0.417,4,5,0.8,0,6,6,9,1,2,4,2,37,24,1
22024,201939,0022400207,"Nov 10, 2024",GSW @ OKC,W,37,13,23,0.565,7,13,0.538,3,4,0.75,1,4,5,7,1,1,3,2,36,21,1
22024,201939,0022400188,"Nov 08, 2024",GSW @ CLE,L,24,5,10,0.5,1,4,0.25,1,1,1.0,0,1,1,2,2,0,6,0,12,-25,1
22024,201939,0022400172,"Nov 06, 2024",GSW @ BOS,W,34,8,17,0.471,4,9,0.444,7,7,1.0,0,7,7,9,4,1,3,2,27,7,1
22024,201939,0022400155,"Nov 04, 2024",GSW @ WAS,W,24,7,15,0.467,4,9,0.444,6,6,1.0,1,2,3,6,0,0,2,1,24,9,1
22024,201939,0022400101,"Oct 27, 2024",GSW vs. LAC,L,27,6,11,0.545,4,7,0.571,2,2,1.0,0,4,4,6,2,1,6,1,18,2,1
22024,201939,0022400084,"Oct 25, 2024",GSW @ UTA,W,27,7,20,0.35,4,13,0.308,2,2,1.0,0,3,3,4,2,0,3,3,20,22,1
22024,201939,0022400072,"Oct 23, 2024",GSW @ POR,W,25,4,10,0.4,3,7,0.429,6,6,1.0,0,9,9,10,2,0,2,0,17,23,1
22024,1629029,0022401185,"Apr 11, 2025",LAL vs. HOU,W,31,13,19,0.684,5,9,0.556,8,14,0.571,0,8,8,7,1,0,4,1,39,15,1
22024,1629029,0022401159,"Apr 09, 2025",LAL @ DAL,W,38,16,28,0.571,7,10,0.7,6,9,0.667,1,7,8,6,4,0,3,4,45,26,1
22024,1629029,0022401153,"Apr 08, 2025",LAL @ OKC,L,31,7,15,0.467,3,7,0.429,6,7,0.857,0,3,3,5,0,1,3,1,23,6,1
22024,1629029,0022401135,"Apr 06, 2025",LAL @ OKC,W,37,11,20,0.55,5,11,0.455,3,4,0.75,1,6,7,6,2,0,2,2,30,18,1
22024,1629029,0022401126,"Apr 04, 2025",LAL vs. NOP,W,36,10,21,0.476,4,10,0.4,11,11,1.0,0,6,6,6,0,0,2,2,35,12,1
22024,1629029,0022401117,"Apr 03, 2025",LAL vs. GSW,L,38,6,17,0.353,0,6,0.0,7,7,1.0,2,6,8,7,0,1,1,3,19,-3,1
22024,1629029,0022401096,"Mar 31, 2025",LAL vs. HOU,W,38,6,16,0.375,1,7,0.143,7,9,0.778,0,6,6,9,2,0,3,5,20,7,1
22024,1629029,0022401078,"Mar 29, 2025",LAL @ MEM,W,38,8,18,0.444,2,9,0.222,11,12,0.917,0,8,8,9,2,0,3,3,29,11,1
22024,1629029,0022401063,"Mar 27, 2025",LAL @ CHI,L,38,8,22,0.364,4,12,0.333,5,6,0.833,0,10,10,8,2,1,1,0,25,-1,1
22024,1629029,0022401055,"Mar 26, 2025",LAL @ IND,W,38,11,21,0.524,6,10,0.6,6,7,0.857,0,7,7,7,0,1,3,2,34,-16,1
